State,County,IT_WholeRate,HighSchool_WholeRate,MedianInc_WholeAvg,republican_rate,Segregation,urban,racial_weighted_bias,hesitancy,HighSchool_Disparity,IT_Disparity,MedianInc_Disparity,CvdVax_DisparityY,vehicle,FacNumRate,CaseRate,Black_Prop,Test
Texas,Coryell,90.2,88,52.893,6572.158365,38.68390077,1,41.37748499,19,6.9,-1.5,0.531,9.00254644,95.8,0.010533107,9.373148477,17.7285355,0
Texas,Dallas,82.2,79.3,59.607,3341.581842,49.09213842,1,38.84326243,17,5.3,15,37.362,21.69408,93.1,0.014114883,11.21385717,23.57591455,0
Texas,Dawson,73,69.9,43.239,7788.334653,28.3036454,0,39.85742153,18,31,8,39.615,7.492005482,90.6,0.047140163,13.58422376,6.253928347,0
Texas,DeWitt,67.2,80.8,55.357,8089.430894,34.08260689,0,40.37766653,17,6.8,19.8,21.428,14.58727273,95.2,0.029761905,9.444444444,9.126984127,1
Texas,Deaf Smith,84.6,73.8,49.701,7145.336226,24.94554709,0,39.97422007,19,18.5,-8,8.239,21.20230749,94.9,0.026959991,15.02210719,2.259247277,0
Texas,Delta,71.8,87.8,51.038,8341.049383,55.54659144,1,40.17906723,19,2.7,64.2,28.344,4.112660305,92.2,0.037516413,5.890076909,6.715438004,0
Texas,Denton,93.3,92.5,86.913,5326.463772,39.09887318,1,39.81206707,15,2.4,3.9,35.199,14.62115623,97.4,0.016456137,8.27585896,11.02437199,0
Texas,Ector,87,76,62.973,7334.290393,44.40528898,1,38.56728847,17,-1.6,7,24.793,22.48148885,95.7,0.01624324,10.16165031,5.339814586,0
Texas,El Paso,83.1,78.5,46.871,3162.633884,45.81114541,1,37.65171172,16,0.1,0.9,6.117,36.71136245,93,0.016443488,15.78193552,3.985162731,1
Texas,Ellis,90,86.2,76.871,6636.982775,38.85523108,1,40.70578604,17,2.6,8,25.28,-0.477634048,97.3,0.016231483,12.10219341,12.15683941,1
Texas,Falls,70,76.9,39.497,6810.696233,41.66395277,0,39.91241883,19,15.3,15,25.432,7.618622353,89.5,0.011562699,11.74770191,24.16604035,0
Texas,Fannin,79.7,85.5,54.648,8111.836844,32.0015593,0,40.75404747,19,12.1,34.8,33.333,9.095224433,95.4,0.019710537,9.720110379,6.456608661,0
Texas,Fayette,67.4,86.1,60.189,7859.516266,15.15839492,0,41.16181061,18,19.1,31.8,41.413,10.00500597,94.4,0.02761777,10.40006313,6.316578553,1
Texas,Fort Bend,94,90.6,97.743,4413.062517,46.23143695,1,41.54749981,13,1.7,2.4,35.23,11.3161382,97.8,0.015523206,8.064428697,21.33332019,0
Texas,Franklin,86.3,91.3,53.783,8307.047315,67.52734182,0,39.66580866,19,6.2,4.8,12.126,2.136494253,96.8,0.027972028,6.648018648,4.195804196,1
Texas,Freestone,71.4,82.6,49.471,8025.485019,23.23819124,0,39.9977058,19,8.8,20.6,29.22,4.656375356,94.9,0.020287062,9.306689659,15.84419536,0
Texas,Gaines,82.5,61.8,63.054,8932.443703,56.76330893,0,39.28500713,18,-30.3,-1.9,-16.266,-1.312359904,95.2,0.009305788,6.648985669,2.317141262,0
Texas,Galveston,88.6,89,73.33,6056.468828,43.73654967,1,40.62133145,16,8.1,7.8,40.206,1.348633422,94.6,0.018705848,11.16388368,13.23263352,1
Texas,Goliad,74.9,83,60.69,7735.707121,9.278069756,1,39.83869613,17,4.1,14.3,16.5,10.55143756,92.1,0,5.693392531,5.014364064,1
Texas,Gonzales,82.2,76.7,53.577,7358.441219,37.56934518,0,40.41440724,17,6.1,10.2,35.714,13.46120372,93.3,0.023995777,12.94812113,7.457887412,0
Texas,Grayson,81.7,88.7,54.815,7429.970222,49.61686102,1,41.63347565,19,2.7,23.2,26.962,6.152820627,95.3,0.022758641,8.205591284,6.186679588,0
Texas,Gregg,81.9,84.1,50.18,6776.009843,29.62965313,1,40.79372857,19,6,16.8,28.079,6.357463952,92.9,0.034692807,8.867642906,20.90604704,0
Texas,Grimes,77.6,80.6,52.913,7598.485459,32.24616068,0,40.74401862,18,11.9,19.6,21.628,11.23908182,94.6,0.017313019,12.42728532,15.4501385,1
Texas,Guadalupe,90.2,88.7,74.496,6128.595732,40.49868474,1,39.03148644,16,0,0.2,-4.675,9.277766599,97.2,0.01198703,8.545553711,8.835040486,0
Texas,Hale,82.3,76.6,48.384,7488.522538,38.31189976,0,40.35407316,17,8.2,-4.9,13.451,15.03133188,94.5,0.026941268,18.23624499,5.798359576,0
Texas,Hardin,86.5,88,60.339,8633.25493,59.60504373,1,41.23250693,19,10.5,15.3,33.466,-0.479988808,95.9,0.024304712,9.688899691,5.610916288,0
Texas,Harris,85.2,81.4,61.705,4270.126666,48.31029605,1,40.71533511,17,5.4,11.4,46.055,20.83593057,94,0.015000027,8.202701914,19.96140729,0
Texas,Harrison,70.8,85.3,52.22,7225.176708,37.91695431,0,40.43865575,19,3,22.8,26.721,-0.439264937,94.9,0.022538428,7.146184244,21.10949168,0
Texas,Hays,86.7,90.1,68.717,4360.031822,39.40910433,1,37.4409428,16,2.7,17.9,16.665,16.36584241,96.9,0.015639187,8.614585279,4.628330387,0
Texas,Henderson,79.2,83.5,47.355,7962.269347,46.58201011,0,39.39290044,20,4.7,20.3,20.248,4.503528458,95.3,0.015712438,6.971487968,6.445725612,1
Texas,Hill,82.6,83.5,53.307,7987.408747,45.73138477,0,41.05751653,19,-0.4,11.7,26.018,10.52670781,95.4,0.027285874,12.11219951,6.70141068,1
Texas,Hockley,80.9,76.2,48.248,8074.119827,46.58581355,0,38.90312058,17,-0.7,11.2,34.392,11.09673726,95.6,0.02606316,12.15846401,4.026758177,1
Texas,Hood,87.5,89.4,64.041,8144.095408,74.87223221,0,40.02292712,17,2.1,6.7,6.221,19.5052199,97.5,0.016222442,10.46185293,1.150171147,0
Texas,Hopkins,84.3,84.9,52.078,7979.79798,44.81549393,0,39.93801993,19,4.5,22,25.405,2.025366666,96.6,0.021572646,8.224571244,7.429079927,1
Texas,Houston,66.5,81.2,37.904,7481.191056,45.42576113,0,39.10935741,20,12.4,24.9,20.291,4.525950842,91.9,0.026123302,7.001044932,25.187217,0
Texas,Howard,77.9,80,54.208,7865.234375,47.37892588,0,38.72407222,18,-1.9,22.4,40.051,11.9839826,93.7,0.021819769,12.52727471,6.993235872,0
Texas,Hunt,83.7,84.5,54.959,7560.27376,52.35198425,1,40.3896023,17,4.9,17.5,37.872,6.113570965,94,0.025356513,5.576404244,8.245937887,1
Texas,Hutchinson,85.3,86,52.524,8757.26827,43.16457169,0,39.00641448,19,-3.8,-5.4,-12.679,6.877329487,95.1,0.028656032,9.528130672,2.985003343,0
Texas,Jackson,77.7,82.4,62.806,8250.788644,41.78338771,0,40.50967915,17,-1.7,17.3,17.041,6.589151848,94.5,0.020325203,12.11382114,6.741192412,0
Texas,Jasper,69.9,85,44.37,8035.622758,59.80800881,0,40.27498745,21,11.3,14.5,19.821,-1.756714161,95.4,0.036589828,6.836668637,16.02353007,1
Texas,Jefferson,76.7,84.2,51.248,5021.163407,50.85081932,1,44.45299477,19,6,21.1,34.322,4.78051537,91.8,0.017888021,7.634607358,34.10927593,0
Texas,Johnson,87.9,85.7,64.359,7586.695368,42.1069679,1,40.61863307,19,1.8,-2.9,9.22,4.196124639,97.5,0.015356877,11.09278397,4.200390178,1
Texas,Jones,80.9,78.4,50.344,8396.380359,46.30938267,1,39.64507763,18,21.5,38.9,29.792,13.32529984,93.3,0.024896679,13.37947518,13.23507444,1
Texas,Kaufman,83.8,85.8,70.107,6635.27503,36.9588973,1,40.18092837,19,0.4,9.9,21.901,1.14708576,96.1,0.014689249,11.51637117,13.90631197,0
Texas,Kendall,90.9,92.8,84.747,7596.262955,34.70156234,1,39.67833318,15,10.7,24.7,55.471,17.84497151,97,0.018974932,6.727667559,1.44841981,0
Texas,Kerr,85.9,88.6,55.99,7527.490356,50.66882199,0,41.12792655,15,1.1,31,34.013,19.26627822,96.3,0.017110266,8.338403042,1.97338403,0
Texas,Lamar,70.7,84.3,45.117,7825.193762,40.13209343,0,39.89021852,19,3,6.7,22.512,2.964708801,92.5,0.022062215,11.61274795,13.50408151,0
Texas,Lamb,75.9,74.9,45.111,7987.749546,28.88095725,0,40.02832272,17,6.1,1.4,27.216,7.868736768,91.8,0.015512293,17.57542853,4.638175754,0
Texas,Lampasas,81,91,60.772,7775.747668,50.56146914,1,40.17564415,19,-1.8,-13.9,-40.852,5.082895611,94.8,0.014000373,9.991599776,4.232779541,0
Texas,Lavaca,81.5,85.6,54.403,8638.995192,26.12618675,0,40.46285997,17,19.5,22.4,27.85,13.51240789,94.4,0.029770765,12.10677781,6.514835765,0
Texas,Lee,81.9,84.6,54.744,7735.592382,43.737213,0,39.58456991,18,8.8,29.7,34.79,5.623991377,97.3,0.023203202,12.43111549,10.78948895,0
Texas,Leon,73.4,81.8,43.045,8681.052389,23.45037214,0,40.15426,18,-2.8,23.3,15.687,0.299244187,95.5,0.022983222,9.25649276,7.343139508,0
Texas,Liberty,82.3,77.3,51.494,7943.683098,30.84680823,1,39.95429634,20,3.4,4.9,10.481,-0.380780031,93.8,0.015869597,8.604722339,9.681587867,0
Texas,Limestone,68.2,81.1,44.418,7464.540957,26.09762413,0,39.9820485,19,1.6,11,24.984,5.616776769,94.2,0.021333788,11.62264795,17.48517302,0
Texas,Lubbock,82.2,86.2,52.429,6529.79606,43.9086688,1,40.54404102,17,8,22.4,27.685,12.38758667,94.4,0.022217285,15.69409696,7.857191156,0
Texas,Madison,78.1,80.8,52.664,7870.492732,46.61338361,0,40.08195018,18,15.8,14.6,29.465,6.161879954,95.6,0.02800336,13.56762812,20.09241109,1
Texas,Marion,69.6,85.2,37.662,7134.046053,35.43163532,0,40.17535901,19,4.2,23.3,10.581,-2.647586119,95.2,0.010148163,5.38867465,20.85447534,0
Texas,Matagorda,70.2,80.6,48.913,7172.519306,43.29733731,0,39.83584372,17,7.8,19.6,37.183,8.589651769,94,0.035477445,10.28300085,11.25453702,1
Texas,McLennan,80.3,84.9,49.778,6090.047151,41.27686788,1,39.90036877,18,7.4,15.6,31.927,12.85637356,93.4,0.018314804,10.33734311,14.83148432,0
Texas,Midland,87.3,84.5,79.421,7751.801006,42.69444194,1,40.10486678,16,9.5,7.7,43.231,9.758929383,96.4,0.016399747,9.735228918,6.902031307,0
Texas,Milam,72.9,81.4,47.902,7549.167927,22.63299526,0,39.98841043,18,3.7,15.7,21.219,9.764827317,95,0.024171132,10.02296258,9.503283245,1
Texas,Montgomery,91.6,87.7,80.902,7124.011332,38.26728597,1,40.17822347,16,-0.1,7.8,15.252,6.055257487,96.6,0.015146751,8.433447318,5.850926339,0
Texas,Morris,80.8,88.6,41.359,6930.374083,15.76101116,0,40.5750655,19,0.9,1.7,19.04,2.322206096,93.8,0.016144656,6.917985147,22.24733613,1
Texas,Nacogdoches,83.2,82.9,44.847,6493.292979,47.87147551,0,40.4880744,19,6.3,7.5,28.747,8.165887469,92.8,0.02607202,6.787927121,18.22740936,0
Texas,Navarro,80.2,78.4,48.529,7217.195753,31.79999559,0,40.49843643,19,4.7,16.2,28.081,9.231990961,93.1,0.015963922,11.29846547,13.32388801,1
Texas,Newton,75.6,83.4,40.101,8011.158517,39.14630123,0,39.90899562,21,1.2,12.4,23.593,-5.533727309,94.5,0.022066936,4.450165502,19.73519676,0
Texas,Nolan,77.2,82.3,45.537,7712.845407,47.31649884,0,40.24202287,18,12.2,31,18.842,15.46812822,91.9,0.027184994,10.38466766,5.239907571,0
Texas,Nueces,85.1,82.8,55.919,5075.404119,38.90954273,1,39.06768818,16,6.6,13.8,30.605,18.18120547,92.2,0.013248908,11.31318763,4.269736733,0
Texas,Orange,86.3,87.9,59.399,8113.983875,74.83605242,1,40.6083655,19,0.6,7.4,25.082,1.222732613,94.2,0.020384671,9.920140055,8.833757015,0
Texas,Panola,79.9,82.9,52.982,8144.266876,31.07243094,0,39.8559566,19,6.5,6.5,16.499,-0.305905838,95.8,0.030180219,6.820729499,15.71095973,0
Texas,Parker,88.2,88.6,77.503,8153.088042,61.99747048,1,39.6782846,17,5.9,1.8,26.689,7.659312331,97.4,0.013997956,10.7931242,1.662957208,0
Texas,Polk,75.6,81.6,49.279,7680.823787,46.39187453,0,40.3921674,20,6.7,8,18.4,7.596123052,93.9,0.015578447,6.157381263,10.05394037,1
Texas,Potter,76.7,77,42.528,6848.533958,47.73863009,1,39.0101348,20,14,15.9,17.746,14.3956176,92.4,0.022995358,14.74087638,11.11186816,0
Texas,Rains,76.7,85.4,51.579,8516.43813,1.670659432,0,39.7637803,18,-6.4,7.7,9.28,6.056215324,96.8,0.0159821,6.272974269,2.708965958,0
Texas,Randall,90.1,92.3,68.261,7858.656806,56.75468584,1,39.77649832,16,-1.4,7.9,20.672,10.55501329,97.1,0.015975253,12.06712511,3.54650614,0
Texas,Red River,71.9,85.4,39.142,7779.88288,49.59077638,0,41.02625796,19,-1,4.7,16.684,-0.60880717,94.5,0.016634783,5.63919155,16.5682442,0
Texas,Reeves,65.8,69.7,53.311,6113.371305,50.89170312,0,39.93440893,18,-7.3,41,4.121,7.29934375,94,0.012518778,10.7223335,5.552078117,0
Texas,Refugio,76.8,80.3,50.076,6567.607727,32.78357649,0,40.1777593,18,14.8,0.2,5.399,4.673274378,91.8,0,9.240069085,6.260794473,0
Texas,Robertson,79.5,84.5,52.928,6971.231016,39.47649482,1,39.78277491,18,5.3,14.6,23.911,8.604626664,91.3,0.029284292,12.17640857,20.17102026,0
Texas,Rockwall,94.9,92.7,100.92,6817.523668,35.59372191,1,38.87369316,17,0.6,6.1,14.686,2.608597511,97.3,0.018109898,10.74679502,7.418386313,0
Texas,Rusk,65,80.6,55.234,7737.738675,20.62892453,1,40.55426837,19,12.6,19.5,28.02,1.343657063,95.2,0.016542293,7.164650958,17.4999081,0
Texas,Sabine,79.2,84.7,34.992,8718.789867,5.789515247,0,40.38175694,21,11.8,30.5,14.8,3.502752984,95.7,0.009485866,4.894706887,6.915196357,1
Texas,San Augustine,72.2,82.3,40.353,7513.743128,50.74961696,0,40.09330227,21,3.1,11.4,15.664,-4.736569193,94.1,0.036421027,6.84715309,21.2941605,1
Texas,San Jacinto,78.5,84.5,41.614,8040.037981,8.030615653,1,40.1548156,20,-3.8,-1.4,13.215,-2.385296138,97.4,0.006930247,4.227450709,9.48750823,1
Texas,San Patricio,75.6,79.9,56.556,6379.789864,42.27973986,1,39.17763804,18,11.1,19.1,31.747,17.91944647,93,0.020980069,6.346470853,2.080023977,0
Texas,Scurry,79.3,78.7,54.326,8490.373147,31.49912805,0,39.94190488,18,22.9,5.8,17.506,20.53988696,94.9,0.023947794,14.45249356,5.478057834,1
Texas,Shelby,74.6,76.4,42.522,7908.568029,30.9477398,0,39.75622222,21,1.3,15.3,23.659,2.394459006,94.1,0.031653082,6.536361478,17.76924903,0
Texas,Smith,83.1,85.8,56.81,6902.822883,38.79830194,1,41.72052205,18,5.5,11.8,23.255,1.700965498,95.9,0.024060047,8.535731318,17.80701264,0
Texas,Swisher,78.1,73.3,39.771,7834.394904,33.29666406,0,40.00510527,19,12.1,4.7,35.943,16.79673943,93,0.013518994,11.04501825,8.625118291,0
Texas,Tarrant,88.8,86.1,67.7,4911.23622,47.51477012,1,40.24259042,17,3.4,9.9,30.776,18.57144009,95.6,0.01526743,12.11515732,17.86203666,0
Texas,Taylor,80.9,89.3,53.143,7175.751198,38.81938145,1,37.81370423,19,5.9,13.1,19.033,11.49445692,94.6,0.021733776,11.23056638,8.364605822,1
Texas,Titus,76.6,76.7,50.196,7182.844672,31.02309018,0,39.69754861,19,-3.3,4.3,26.61,4.039380238,95.6,0.024427481,11.20916031,9.911450382,0
Texas,Tom Green,81.6,86.3,53.903,7149.842899,43.54115469,1,40.09190076,17,7.7,5.5,22.417,16.69939695,93.9,0.01761745,14.00755034,4.375838926,0
Texas,Travis,88.6,89.3,75.887,2652.713928,44.997652,1,35.64903068,15,7.2,12.4,41.784,26.1357607,94.7,0.014914196,6.385002912,8.890273903,0
Texas,Trinity,68,83.1,41.357,8041.222254,46.53936744,0,40.07911773,20,18.3,41.1,26.598,-0.855470957,93.9,0.027301891,4.982595045,8.948194662,1
Texas,Tyler,72.7,82,44.497,8482.401656,39.32149001,0,40.63112034,21,13.6,24.5,27.896,3.056175454,93.3,0.027685493,5.970837948,11.20339609,1
Texas,Upshur,82.8,85.8,52.162,8370.307619,31.22438478,1,40.38969852,19,-2.1,11.4,16.152,-4.514908246,96,0.011975187,7.73357603,7.927574067,0
Texas,Val Verde,72.8,68.2,46.147,5424.305919,59.15305143,0,39.51823614,17,-5.9,5.7,22.802,40.85601595,93.4,0.018357981,15.95716471,2.08873024,0
Texas,Van Zandt,76.7,84.6,54.654,8567.361699,40.08084527,0,40.56827905,18,4.5,5.8,22.596,-2.272951587,95.9,0.01590387,7.4076692,2.928079166,1
Texas,Victoria,73.9,83.8,56.834,6833.820948,32.85962671,1,39.04684707,17,5.2,18.1,23.812,8.96697858,94.1,0.014117545,9.099300639,6.566830285,0
Texas,Walker,82.1,86,43.742,6512.346986,18.26365771,0,40.6126804,20,8.6,5.1,21.912,9.185418407,95.5,0.015074482,11.97736087,23.57923011,0
Texas,Waller,72.4,82.5,59.642,6272.543327,38.10010389,1,39.63725273,17,0.2,25.9,47.815,11.67863516,96.4,0.010860515,7.233102849,24.44882887,0
Texas,Ward,76.6,78.6,62.986,7982.758621,20.52796789,0,40.10611257,18,-7.1,-8.1,8.528,11.80371484,94,0.008334722,9.768294716,5.292548758,1
Texas,Washington,78.7,86.7,54.971,7440.004593,28.88573044,0,39.97876189,18,14.9,12.8,32.433,11.97579753,94.8,0.016721476,11.04453486,17.62722256,1
Texas,Wharton,75.9,78.3,48.31,7115.327248,38.52379768,0,40.11724539,17,2.9,24.6,34.049,9.651632448,94,0.026470305,9.659254981,13.58648571,0
Texas,Wichita,82.6,86.6,48.65,6966.978058,42.66271961,1,43.02463132,20,13.1,14,25.399,13.01525654,93.3,0.024200257,11.26748847,11.1011117,0
Texas,Williamson,94,93.2,87.337,4829.699425,34.64457486,1,38.7893803,15,2.6,5.1,21.859,12.89070403,97.5,0.014562671,7.539230312,7.373791595,0
Texas,Wilson,88.2,87.6,76.692,7384.313882,34.93573414,1,39.79090083,17,-5.7,-6.3,11.641,8.303563418,96.8,0.015664774,8.586254161,1.86802428,0
Texas,Wise,80.9,85.3,64.536,8353.006613,59.83384871,1,40.03286941,19,6.2,-7.1,-2.242,7.729969538,96.8,0.015717878,10.3223594,1.588934614,0
Texas,Wood,82.5,84.7,53.394,8364.730163,61.57087708,0,39.04016529,18,5.2,36.2,19.123,6.772930106,96.1,0.01756736,7.422209535,5.555677551,1
Texas,Young,79.3,83,50.635,8630.735615,49.2273564,0,40.53169119,19,-8.3,-12.8,19.637,5.999946859,95.9,0.022209883,11.89894503,1.704608551,0
Virginia,Accomack,73.8,81.5,46.073,5415.043098,20.8543015,0,41.2638017,15,16.4,16.7,20.656,11.71388499,89.9,0.034038866,8.587077609,28.79069192,0
Virginia,Albemarle,88.3,92.1,79.88,3236.264078,38.46682542,1,39.32851251,14,10.5,9.4,30.28,10.39779566,95.4,0.014634593,5.062654349,9.695417543,0
Virginia,Alexandria city,91,93,100.939,1777.864704,40.39182228,1,38.65188196,12,8.1,9.8,61.24,8.923246639,90.8,0.020698999,7.201369897,22.76262639,0
Virginia,Alleghany,75.8,86,47.673,7152.972775,43.9043222,0,40.90685286,14,4.4,20.3,26.453,-3.69137682,93.7,0.0269179,8.741588156,4.69717362,0
Virginia,Amelia,76.9,83.9,57.946,6839.2336,7.233478777,1,40.16070829,18,5.3,19.3,15.527,-8.223274856,96.7,0.030429821,6.504374287,20.44883986,0
Virginia,Amherst,73.9,85.6,52.888,6508.488564,19.09492891,1,39.92512497,15,7.8,10.9,15.58,-0.6716024,94.6,0.025312451,9.077677583,19.11406423,0
Virginia,Appomattox,76.1,85.9,58.696,7254.031822,5.270045971,1,41.14512713,15,13,29,37.172,1.68236638,95,0.02513984,9.835962542,18.54691723,0
Virginia,Arlington,92.6,94.3,120.071,1723.4243,51.63889217,1,36.82515482,10,10.3,13.4,74.887,4.882910034,87.4,0.017311119,6.268313897,9.678182079,1
Virginia,Augusta,81.3,87.4,62.711,7284.758788,36.64099932,0,39.99312086,17,12.7,-1.5,9.636,4.96191685,95.8,0.005293946,7.455199979,4.656025834,0
Virginia,Bedford,80.3,90,64.199,7342.628496,33.80917069,1,40.61104839,15,7.2,17.7,17.653,1.025273721,96.6,0.012658709,7.797764472,7.211666266,1
Virginia,Botetourt,85,92.8,71.11,7168.494516,26.24425599,1,43.14857342,14,13.4,13.1,15.212,-6.533050866,96.3,0.00598462,7.402974356,3.270594572,0
Virginia,Bristol city,82.7,84.7,37.5,6868.336545,30.95174811,1,39.87979154,17,-8,6.3,2.06,5.658923103,88.8,0.047727002,8.280634769,6.270134829,0
Virginia,Brunswick,74.4,78.5,44.434,4226.362835,18.65201491,0,40.75814112,18,13.5,10.4,26.299,7.035426005,90.2,0.0123221,7.904626948,54.7717331,0
Virginia,Buckingham,66.2,79.8,49.025,5604.341391,15.63662688,0,40.1434846,18,10,24.9,11.049,1.866738936,93.9,0.005831584,12.19384185,33.72404945,0
Virginia,Campbell,78.8,87.2,49.664,7127.998658,21.46217816,1,41.07251217,17,3.6,2.7,7.458,0.158011806,94.6,0.010931949,7.845495126,14.80003644,0
Virginia,Caroline,78.7,85.1,65.103,5129.214866,14.67097986,1,40.50706629,16,12.2,17.8,17.178,-1.872062796,95.2,0.013018714,7.469487388,27.17331164,0
Virginia,Charles City,65.7,79.7,57.198,3967.109709,10.13225853,1,40.10739833,14,15.1,15.7,14.831,-0.230734013,93.8,0.014361626,6.994111733,44.4205084,0
Virginia,Charlotte,63.3,83.2,40.573,6173.139159,1.869085327,0,40.76342673,18,8.7,14.8,16.073,-2.020273354,90.9,0.025252525,6.936026936,27.61784512,0
Virginia,Charlottesville city,85.2,91.1,59.471,1283.764159,37.15224239,1,40.83129193,13,15.8,18,35.195,10.93263666,88.3,0.031735285,8.445817289,18.39165574,0
Virginia,Chesapeake city,92.3,92.1,78.64,4593.580988,39.94605499,1,42.83059088,16,4.8,7.3,26.09,7.267648897,96.1,0.020421917,8.273326934,30.61245328,1
Virginia,Chesterfield,93.1,92.3,82.599,4593.086206,35.82600138,1,40.0152098,14,0.8,2.6,17.039,13.02621999,97,0.017006706,7.54417492,24.53529175,0
Virginia,Clarke,86.2,89.1,80.026,5588.805167,24.29656368,1,40.66854633,15,33.8,7.4,49.789,0.748347488,94.8,0.006840413,6.429988371,4.658321363,0
Virginia,Colonial Heights city,85.9,91.5,54.55,6590.958964,31.49245944,1,41.52071836,18,5.7,-3.1,26.996,10.87482455,93.9,0.063327576,9.430051813,16.69545193,1
Virginia,Covington city,83.1,87.3,40.655,6090.979183,38.82092376,0,39.96825418,14,15,1.3,-0.525,6.785335663,92.1,0.054171181,10.4189238,13.7414229,1
Virginia,Culpeper,88.2,86.1,77.935,5922.692806,27.52971281,0,40.06492578,15,9.4,8.6,20.727,4.684546872,95,0.01710864,8.497291132,14.584165,1
Virginia,Cumberland,68.1,83.5,47.469,5697.301378,0.040822735,1,40.78074085,18,5.3,23.6,15.68,0.503535848,91.3,0.010068466,4.480467177,30.4973822,0
Virginia,Danville city,77.2,81.8,37.203,3842.135209,34.29857742,1,41.20423834,17,6.2,9.9,11.213,10.61955464,83.9,0.047447807,10.65577864,51.5258216,0
Virginia,Dinwiddie,80.2,83.2,60.346,5772.422492,21.76130261,1,40.68187533,18,1.8,7.4,17.892,0.411171885,95.6,0.007006726,7.223934978,32.21692825,0
Virginia,Emporia city,73.2,79.4,27.063,3169.398907,48.05463102,0,40.50383911,18,12.3,-6.6,10.611,11.76059544,80,0.074822297,12.43920688,65.1889263,0
Virginia,Essex,66.9,82.3,51.954,4982.98493,18.33688153,0,40.2558992,15,11.5,33.5,22.623,7.855744838,95.5,0.036519675,6.810919383,37.43266685,1
Virginia,Fairfax,94.9,92.5,124.831,2823.823945,39.89686543,1,39.8544858,10,5.6,3.2,52.184,8.3525508,95.7,0.014552971,6.501779471,10.6275032,1
Virginia,Fairfax city,97,94,116.979,2994.320729,15.21571503,1,39.02566129,10,-0.9,8.4,21.987,7.508571315,93.7,0.049960448,2.248220159,6.336650152,1
Virginia,Fauquier,91.3,92.5,100.783,5778.401768,20.7070664,1,38.28865468,15,10.3,3.6,18.692,-1.038636032,97.5,0.015444666,6.373030805,7.826233467,0
Virginia,Floyd,80.6,87,51.521,6639.291809,22.99085064,0,40.73613293,16,20.2,49,36.059,-13.09682459,96,0.019048828,5.251127056,2.02552543,0
Virginia,Fluvanna,88.4,91.1,76.873,5163.026274,12.95926236,1,40.39797816,15,6.3,14.4,22.208,8.552437906,97.2,0.0110011,6.043270994,15.25485882,0
Virginia,Franklin city,80,86.3,40.417,3674.326662,45.21339884,0,40.59874871,17,18.8,11.9,27.34,19.38805216,90.1,0.075310656,14.07054098,57.48713443,0
Virginia,Franklin,77.5,88.1,56.254,7051.97435,36.36339398,1,39.47141059,14,3.2,11,21.785,-0.324001085,95.4,0.016059384,7.051853967,7.904785696,0
Virginia,Frederick,84,89.2,78.002,6294.648375,28.70833486,1,39.3196805,15,3.4,-2.2,-0.757,-0.195669832,96.6,0.01567521,8.545228578,4.730554343,1
Virginia,Fredericksburg city,85.6,90.2,65.641,3155.385337,17.23502635,1,40.33158013,15,5.1,10.7,11.875,9.580800529,92.2,0.034440006,6.8742251,24.11833586,0
Virginia,Galax city,75.9,75.7,33.575,6980.63046,61.10795992,0,41.81085326,17,31.8,7.3,-3.203,10.9984352,87,0.078777375,17.69339846,6.995430912,0
Virginia,Gloucester,87.8,89.6,70.537,6692.010077,20.97139087,1,40.56803369,15,-3.8,4.9,15.568,-0.334665838,95.9,0.021420156,5.772732141,7.987040805,1
Virginia,Goochland,87.6,91.4,93.994,5899.484994,26.61353245,1,38.93514987,14,12.8,18.4,49.004,8.586374306,98.1,0.004209995,5.87715236,15.75800951,0
Virginia,Greene,88.1,86.1,67.398,6092.28039,19.03464223,1,40.59711592,13,-2.6,4.4,19.254,2.753810323,97.2,0.010091327,6.145617841,7.316211716,1
Virginia,Greensville,66.2,77.8,50.3,4193.689746,10.31428181,0,40.27248038,18,15.9,13.5,5.676,6.7656501,92.2,0,13.72618207,60.18877911,0
Virginia,Halifax,64.8,81.5,42.669,5716.637401,23.91028834,0,40.99147183,18,13.8,12.7,19.241,-0.04697532,92.3,0.020642269,8.094718528,36.28616083,0
Virginia,Hampton city,84.5,91.4,56.287,2807.054953,35.67717697,1,40.95315193,17,0.8,6.3,11.305,8.168475406,91.2,0.0170991,7.45669467,51.27945878,0
Virginia,Hanover,90.1,93.1,89.39,6265.976699,22.80897064,1,41.90169368,14,10.1,5,23.105,1.439961403,97.5,0.022270475,7.26110276,9.524339773,1
Virginia,Harrisonburg city,79.2,83.9,46.679,3293.279142,23.33081355,1,40.05232069,17,6.4,6.5,8.326,9.158747137,90.9,0.032065791,12.01524068,8.901086464,0
Virginia,Henrico,89.6,91.7,70.307,3477.574469,56.71232006,1,38.88109047,14,6.8,8.4,25.233,14.86668646,94.4,0.023275638,7.389561632,30.87347121,0
Virginia,Henry,76.8,80.1,37.952,6414.189837,24.90110173,0,40.81625252,17,7.2,7.2,8.221,3.742445701,92.4,0.009889827,8.823703938,22.61605712,1
Virginia,Hopewell city,81.7,81.3,39.03,4195.804196,21.57494479,1,40.88711144,18,2.2,1.8,8.01,10.16417492,91.4,0.022193617,11.06573749,43.48173465,0
Virginia,Isle of Wight,83.6,87.9,73.991,5849.19348,20.0644352,1,41.26032446,17,18.2,13.7,41.514,3.548041011,95.6,0.01347382,8.254062357,23.22078202,0
